address,categories,city,country,key,lat,long,name,phones,postalCode,province,websites
175 High St,"Portsmouth Manufacturers-Agents and Representatives, Durable Goods, Portsmouth, Brewer Equipment Supplies & Services, General Merchandise Stores, Alcoholic Beverages,  NH, Consumer Electronics & Appliances,  NEC, Brewing Supplies",Portsmouth,US,us/nh/portsmouth/175highst,43.07893,-70.759527,A and G Homebrew Supply,6035010174,3801,NH,
222 N 1st Ave,"Cocktail Lounges, Restaurant, food and drink, Restaurants, Breweries & Brew Pubs, Barbecue, recreation, Bar & Grill Restaurants",Sandpoint,US,us/id/sandpoint/222n1stave,48.274624,-116.54751,A and P Bar and Grill,2082632313,"83864-1402, 83864",ID,
483 S Kirkwood Rd,Brewers,Stlouis,US,us/mo/stlouis/483skirkwoodrd,38.57458,-90.406531,A B S Coffee Repair,3143892866,63122,MO,
38 Blake St,"Brewer, ME, Consumer Services, Beauty Shops, Beauty Salons, recreation, beauty salon, shop",Brewer,US,us/me/brewer/38blakest,44.791048,-68.760766,A Better Image,2079892465,4412,ME,
12 Mcguinness Blvd S,"NY\\"">Brewery",Brooklyn,US,us/ny/brooklyn/12mcguinnessblvds,40.72241586,-73.94694911,A Brooklyn Brew Experiment,,11222,NY,
542113 Us Highway 1,"beauty salons, breweries & brew pubs, cocktail lounges, bar & grill restaurants, cocktail lounge restaurants, Callahan, FL, Travel & Leisure, Amusement and Recreation Services, NEC, Table Sports Parlor Operation",Callahan,US,us/fl/callahan/542113ushighway1,,,A Friends Place Inc,9046280527,32011-8126,FL,
162 Parkway S,"Professional Services, services, General Contractors, cleaning,  Accounting, Home, Brewer Maintenance Management Consultant, Landscaping & Lawn Services, maintenance, Sweeping Service-Power,  ME, Snow Removal Service, Brewer, Maintenance management consultant,  Research, Engineering, Management Consulting Services, cleaning & sanitation,  Management,  And Related Services, Street Cleaning, Maine",Brewer,US,us/me/brewer/162parkways,44.780025,-68.76067,A J Scott Systems Inc,"2079896140, 2079899666",4412,ME,
550 Island Ln,"Plumbing Drains & Sewer Consultants,, General Contractors, Geothermal Heating & Cooling Contractors, Heating Contractors & Specialties, Mechanical Contractors, Water Heater Repair, Boiler Repair & Cleaning, Plumbing-Drain & Sewer Cleaning, Bathroom Remodeling, Brewers, Plumbers, Air Conditioning Contractors & Systems, Altering & Remodeling Contractors, Sewer Contractors, Pipe Thawing, brewers",W Haven,US,us/ct/whaven/550islandln,41.2628,-72.97638,A Plus Plumbing and Heating,"4752026649, 2039370562",6516,CT,http://www.aplusplumbingheatingct.com
1215 Tuscarawas St W,"bar & grill restaurants, Bars, Restaurant, Restaurants, breweries & brew pubs, Taverns",Canton,US,us/oh/canton/1215tuscarawasstw,40.8006,-81.38612,A R Whistle Stop,3304554103,"44702, 44702-2033",OH,
219 Chamberlain St,"Brewer, ME, Healthcare, Offices and Clinics of Dentists, Brewer Dentists, Brewer,  ME, Dentists, health care, doctor, dentist",Brewer,US,us/me/brewer/219chamberlainst,44.78572,-68.750293,A U Liberatore Dds,2079892391,4412,ME,
209 Battery Saint 100,Brewers,Burlington,US,us/vt/burlington/209batterysaint100/,44.473512,-73.218899,A&s Brewing Collaborative Llc,,5401,VT,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJuG6bS8B5OV0oGSVzjIR1ZyJe2Za4oGSuAGNuAe8LmZRkkcJddwKLV-3asUPLK1Xs-17nZJw9mSLq4On0AASGh2daXDGOZmnKFKMvLsWC0RUjtkRY-X9aiOUdlMN63gjs5RxbpbNxLan-eaX7E17qXCtIUvsJK03hozt48pka5vpNL0Xz3Rd_XKvPia0VyIoj07gR3J6ggz8drcGM9h-EfIHwccxsBfsR3U2B8tZLIOpBDdFWbKxiRjfL_zdN_Bf4RqJIk_uPOXdTTqUcUv5Qu1YUGzSEoDZocHo81c6AyzhpDP4d82ir3EptqeSVIx-Af1Ux1qBWBMH3eOXuVpY0uedo5bIEsj0C1lAjHONAA4A&placement=listing_profile&cs_user=unknown&cs_session=cd718fb064c1c1e43e0cd7eab2fef855ce3d22ca
2640 N Dickenson Ave,"Beverages, civic clubs & organizations, Beverages-Distributors & Bottlers, Brewers, Wine Brokers, drug stores & pharmacies, Wineries, cosmetic dentists, cosmetic & reconstructive surgeons, beauty salons, Fruit & Vegetable Growers & Shippers, Wine",Fresno,US,us/ca/fresno/2640ndickensonave,36.774384,-119.97003,A. Nonini Winery,5592751936,93723,CA,http://noniniwinery.com
1400 Porter St,Brewery Corktown,Detroit,US,us/mi/detroit/1400porterst/1041698761,,,‎batch Brewing Company,3133388008,48216,MI,batchbrewingcompany.com
112 Medinah Ct,"Wholesale Truck Parts, Window Glass Coating & Tinting, Truck Canopies & Shells, Mergers & Acquisitions, Automotive Repair, Wholesale Glass Coating & Tinting Materials, Breweries, Auto Parts & Accessories, Auto Glass Coating & Tinting",Frankfort,US,us/ky/frankfort/112medinahct/-297169786,38.184165,-84.791929,A-1 Window Tinting,5024723065,40601,KY,
1 King St,"American Restaurant, Brewery, wedding venues",St. Augustine,US,us/fl/staugustine/1kingst,29.891978,-81.311144,A1a Ale Works,"9048249056, 9048292977",32084,FL,http://www.a1aaleworks.com
3112 Palm Ave,"contractor, carpentry, Brewers, Vending Machine Manufacturers, Wholesale Vending Machines, construction",Fortmyers,US,us/fl/fortmyers/3112palmave,26.619772,-81.856486,Aaa Florida Vending,"2393344334, 2393321888",33901,FL,
55 Center St,"Brewer, ME, Consumer Services, Repair Shops and Related Services, NEC, Brewer Locks and Locksmiths, Brewer,  ME, Repair Shops and Related Services,  NEC, Locks and Locksmiths, autos, auto repair, repair shop, lock, locksmith",Brewer,US,us/me/brewer/55centerst,44.797064,-68.762464,Aaa Lock Safe & Security,2079895220,4412,ME,
42 Pleasant St,Brewery,Easthampton,US,us/ma/easthampton/42pleasantst/unit103a,,,Abandoned Building Brewery,4132827062,1027,MA,abandonedbuildingbrewery.com
1115 16th St,"Brewery, Bar, Pub",Miami Beach,US,us/fl/miamibeach/111516thst,,,Abbey Brewing Co.,3055388110,33139,FL,http://abbeybrewinginc.com
1811 Eastwest Pkwy,"Liquor Store and Brewery, Liquor Store",Fleming Island,US,us/fl/flemingisland/1811eastwestpkwy,,,Abc Fine Wine & Spirits,9045410653,32003,FL,t.co/Diqktj0ytJ
115 Workshop Ln,Liquor Store and Brewery,Jacksonville,US,us/nc/jacksonville/115workshopln/1273982399,34.77997164,-77.38788415,Abc Store,9104558121,28546,NC,
3299 Hwy 46 S,Brewers,Dickson,US,us/tn/dickson/3299hwy46s,35.976844,-87.315152,Abiff's Pub,6154124224,37055,TN,
21084 Highway 36,"Bar, Club & Pub Tours, Food & Drink, Tours & Activities, Nightlife, Breweries, Tours",Abita Springs,US,us/la/abitasprings/21084highway36,30.481932,-90.0565,Abita Brewing Company,,,LA,
1121 Quincy St N E,Brewery,Minneapolis,US,us/mn/minneapolis/1121quincystne,44.998966,-93.25121,Able Seedhouse + Brewery,6124054642,55413,MN,http://ablebeer.com
16990 Via Tazon,brewery,San Diego,US,us/ca/sandiego/16990viatazon,33.023852,-117.085759,Abnormal Beer Co,8.59E+09,92127,CA,
531 S Main St,", shop, Home,  ME, beauty salon, recreation, Brewer, Beauty Salons, Beauty Shops, Hairdressers, Brewer Hairdressers, Consumer Services, Brewer, ME, Personal Services",Brewer,US,us/me/brewer/531smainst,44.77227,-68.78028,Above Beyond Hair Salon,2079895288,4412,ME,
39 Sparks Ave,"Home, Brewer, Automotive Repair,  Services,  And Parking, Automotive transmission repair shops",Brewer,US,us/me/brewer/39sparksave/1832211675,,,Absolute Transmission,2079899888,4412,ME,http://www.powerprofiles.com
311 10th St,"manufacturing, wholesale, food, Breweries, brewer, Liquor Stores",Golden,US,us/co/golden/31110thst,39.760012,-105.21848,Ac Golden Brewing Co,3032796565,80401,CO,http://www.coors.com
12 Acme Rd,"Brewer, ME, Educational Services, Schools and Educational Services, NEC, Brewer Driving Instruction, Brewer,  ME, Schools and Educational Services,  NEC, Driving Instruction",Brewer,US,us/me/brewer/12acmerd/-660544130,,,Acadia Driving School,2079893567,04412-1546,ME,
166 S Main St,"Brewer, ME, Consumer Electronics & Appliances, Electrical and Electronic Repair Shops, NEC, Brewer Household Major Appliance Repairs, Brewer,  ME, Electrical and Electronic Repair Shops,  NEC, Household Major Appliance Repairs",Brewer,US,us/me/brewer/166smainst,,,Ace Appliance,2079496950,04412-2227,ME,
2603 Simpson Ave,"Home, Washington, Breweries & Brew Pubs, drinking, recreation, Taverns, Drinking places, Bars, food and drink, Hoquiam, Tavern (drinking places), Eating And Drinking Places, Bar & Grill Restaurants",Hoquiam,US,us/wa/hoquiam/2603simpsonave,46.97523,-123.86538,Ace of Clubs Tavern,3605329759,"98550, 98550-2928",WA,
2511 Romig Rd,"breweries & brew pubs, bar & grill restaurants, Akron Restaurants, Rolling Acres, Akron,  OH, Restaurants & Bars, Restaurants, Akron Restaurant,  Family: Chain",Akron,US,us/oh/akron/2511romigrd,,,Ace Spades,3307538888,44320-4108,OH,
11 Main St W,"Bars, Cocktail Lounges, Restaurants, Breweries & Brew Pubs, Cocktail Lounge Restaurants, Bar & Grills, Taverns, Bar & Grill Restaurants",Dutton,US,us/mt/dutton/11mainstw/-535802486,47.848152,-111.717026,Aces High Tavern,4064763589,"59433, 59433-9704",MT,
510 Belleview,"Retail Shopping, Convenience Stores, liquor & beverages, Food & Dining, food and drink, Beverages, Breweries, Liquor Stores, Wine Stores, recreation, Wine",Crestedbutte,US,us/co/crestedbutte/510belleview,38.867028,-106.98239,Acme Liquor Store,9703495709,81224,CO,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ50316NpU1xhhvDbmcUAYh3EAS2eAVUhuFmDotDGogWuxrmOwXllR2UX2zZnC2duGWNWdNAYaUYrC9JqHfupgpbAI_eM3uPjEXrnGcJtuFp0hyjm1IKukT_fTCVgt-iJdYordW0OGZU_2EV7aS7TKGiHvONlhStxFwy1_ZHLKUjMwdKTNNGnNtK1ETV0fFqmzv8EzqNpyZxvScNIfOdSh85fSEBjUgYNmP17muYt5iERJ6F7hFZNQZgeX9xUPKKA5htx7jJyY6CRWS-sqUzkVsfKfY6-fmy1-e30_qzYsuSRnfpnr9OdMvLwfbDgcOamy1A58tvfEipipeUf2Td3Yds0l3uLTXKdo&placement=listing_profile&cs_user=unknown&cs_session=4909d7b3cebaff1a05237042dd1003fe4f8639c1
1795 Hancock St,brewery,San Diego,US,us/ca/sandiego/1795hancockst,32.742987,-117.185717,Acoustic Ales Brewing Experiment,6192992537,92110,CA,
119 N Maple St,Brewers,Traversecity,US,us/mi/traversecity/119nmaplest,44.764263,-85.632969,Acoustic Brewing Co,2317145028,49684,MI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJmrEYcQbeDPJsAB-31Rb8QfQylBrv2NeWSkMx0WzyMdTwYRePDMWyrOU5VnzTQPEtfHJEW3XcFmUeZ_kcCwGU3QfIgsbyxycBTxS3cII9ErvXAiaVg2hi5wyJ17uYoJcfrokX_U7tCea7gE3t1tlRC3W1G4K3MPe_qGBXFayirkZzAhtwMOU87wVg8RQvVmRHdtbwB1IWpPqpU85jWrGwxE-eEyxpV_xwqqT9VPpOIDh_Jg5KnpPsPfAYULg06iztqBn4ICbdZHiLWUQzOBfa4XroqDQohHDasEScfPtHHmjhHl0er7qxDbvFnXc7H7DOywbUkrv1iRotsfGVniGB2_Pr9xboIoVrrJuH51KchngE37FdNbSl9A&placement=listing_profile&cs_user=unknown&cs_session=b4209ed5c939fb55365307d2a89bfdf5367d06e3
100 Powdermill Rd,Brewery,Acton,US,us/ma/acton/100powdermillrd/657624030,,,Acton Liquors,9788970891,1720,MA,wine-cask.com
3116 John D Odom Rd,"Beer and Ale, Home, Beverages, ale,  AL, Breweries, Beer & Ale Distributors, Alabama, Wholesale Trade-non-durable Goods, Food & Dining, beer, Wholesale Foods, wholesale, (1), Dothan Beer and Other Fermented Malt Liquors, Wholesale Beer, Dothan, Beverages Retail, supply, Beer and other fermented malt liquors",Dothan,US,us/al/dothan/3116johndodomrd,31.275806,-85.449793,Adams Beverages,3349835161,36303,AL,
508 Walker St,", Real Estate Financing, Beer and Ale, Beverages, Financing, Loans, ale,  AL, Opelika Beer and Ale, Breweries, (2), Mortgages & Mortgage Bankers, Food & Dining, beer, wholesale, (1), Opelika, Legal & Financial, supply",Opelika,US,us/al/opelika/508walkerst,32.650487,-85.357366,Adams Beverages Inc,3347493488,36801,AL,
104 N Lewis St,"Monroe Restaurants, Restaurants, Seafood, Brewery and Restaurant",Monroe,US,us/wa/monroe/104nlewisst,47.85594013,-121.9709925,Adam's Northwest Bistro and Brewery,3607944056,98272,WA,adamsnwbistro.com
193 Main St,"Cocktail Lounges, Bars & Clubs, Biddeford, Bars & Pubs, Breweries & Brew Pubs, Restaurants,  ME, Restaurants & Bars, Cocktail Lounge Restaurants, Taverns, Bars, Bars / Taverns, Lounges, Bar & Grill Restaurants, Biddeford Bars",Biddeford,US,us/me/biddeford/193mainst/-1169078826,43.493429,-70.455833,Adams Street Pub,2072834992,"04005-2590, 04005",ME,
26421 Highway 47,"Wineries, Vineyards, Brewers, Motor Vehicle Manufacturers",Gaston,US,us/or/gaston/26421highway47,45.406712,-123.126351,Adea Wine Co,5036624509,97119,OR,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJN-mHZvZdmYoPjNK61A6bFXId7sj1XThA1G5_diEH19Xoorgt8fXeJ3PPJ2FAfqDRcsgPQoCDxkJ5-yBL4_Lew9wU9cTcDXMTrWA3Jde53v06J_4GD-on6A53qKsuyEH8mQznNsXcMNQDdQXz5TahrzmPOT-S3ot8ddwNEgR65rNtHPjeHPYndppIo4ohMJzvYtT4JtTHc7-EcJXBbeJ0-_0wwter1sBWz9cwQah9bc3PaIG-qI8pPfKBFY4UEG4lll1btdJV2jLBBRqm2yMFRVt9aHHfBnYDGLSOwPKcsoLAEThSo5SMA0KTVgZX9lj5v-bHpYfMeIMfPUPx3J75R6J_-yREuQHT&placement=listing_profile&cs_user=unknown&cs_session=a6d0a4663ecd7333e65bfa04594ca560d419883b
5805 Adelaida Rd," alcoholic beverages, manufacturing, Brewers, Wineries, Wine Consultants",Paso Robles,US,us/ca/pasorobles/5805adelaidard,35.649284,-120.801333,Adelaida Cellars Inc,"8006761232, 8052398980",93446,CA,http://www.adelaida.com
2314 Rutland Dr,"Food & Drink, Breweries",Austin,US,us/tx/austin/2314rutlanddr/ste100,30.382618,-97.7201,Adelbert's Brewery,15126621462,78758,TX,
202 W A Main St,"Breweries, Brewery Tours, Tours & Activities, Food & Drink",Gouverneur,US,us/ny/gouverneur/202wamainst,44.331444,-75.47606,Adirondack Toboggan Company Microbrewery,3157716313,13642,NY,
1468 Airport Rd,"Breweries,  Flying Fields, Airports, Worland, WY, Wholesale Foods, beverage, groceries, wholesale, Airports, Flying Fields, and Airport Terminal Services, Passenger Car Leasing, supply,  and Airport Terminal Services,  WY, Worland Aircraft Engines-Servicing and Maintenance, Worland",Worland,US,us/wy/worland/1468airportrd,43.971117,-107.950311,Admiral Beverage Aviation,3073472193,82401,WY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJRmrSSXdax0-rxn3FmakZKl3ITPUa4Gn-k9w0IjqFYvoJPy6teO-3-VY4AiB2GlpMCz4EjKznC-qLOWACifglGNvuD2ufKfZTaQg2fuinGABskjnsFNtPgjVWe3SFinsQlzHHEgiH2CCBDYI24b-1WSxYifvDHslb-3PmLDWvGXghvPtnfFQfUvsyZyAke5hPYGH4ZPCzvgmlvIFiMOCr-dLVrp5wFvZj4Sm72aiD2I2uv9Ddd-OtSkv0Qog2fy_BhIoARmT7o5aoYJ72gYhBBbQuamGaTswz5Kut2MJEHLjsTR6q4Y4uw2OIXt6ELmIfXBZW0vC2jVq5lY6C8-wrs27UJcFUByz4PaSIYZ3pg04&placement=listing_profile&cs_user=unknown&cs_session=d61a167f6b3818520d51e2c007eaf4f966c0dbc1
404 Browning Ct,"Bars & Clubs, Nightlife, Brewery",Purcellville,US,us/va/purcellville/404browningct/unitc,39.14392838,-77.72016151,Adroit Theory Brewing Company,7037223144,20132,VA,adroit-theory.com
 Po Box 9517,"Food & Dining, Beverages, Breweries",Bakersfield,US,us/ca/bakersfield/pobox9517,35.3538,-119.0615,Advance Beverage Co,6618333928,93389,CA,
2403 Walnut Ridge St,"Beverage Manufacturers, Restaurant Equipment Manufacturers, Vanities, Breweries, Wholesale Restaurant Supplies, Wholesale Beverage Dispensing Equipment",Dallas,US,us/tx/dallas/2403walnutridgest/560248306,32.88393,-96.896794,Advanced Beverages,9724889339,75229,TX,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJSRKLpAD7dzc22-XHRAt2kq-WmSV5kGowZzBVuiq-wQTQ1zs7B34BeVeWAN4TKjB3q36cet0Ul_4SyMEF6F3ggNKhas_1QeiBQa3XRCd1_DehoPuL2IbL7-TQvUStAqpw5gcNP8vcwe1bXNEAKab3IOi-D8Y8kfz5j2mmjzjYlyjxnYnGj6jPkNVh8zKvMm-34gbu8ehUGSCw4oiov_toKb8Vs_KoH1TxF5r_r7_0N6z4_2TRqmfoE7CPJHTW9G1XQG8vpyorRvxZ3ekTuOhVBCoWdXcU_9BJ8NexoS5Csj8LxGtsGBJevm55p4r5ukXk7yFDUyjYGwFQpHsU7XqkJMd20ZRG0-J49yVwfznL9vs&placement=listing_profile&cs_user=unknown&cs_session=fb6efb03cfcd011481c4435d2382e33c77baa5eb
33 Perchwood Dr,breweries,Fredericksburg,US,us/va/fredericksburg/33perchwooddr,38.384518,-77.44055,Adventure Brewing Co,5.40E+09,22405,VA,http://eastcoaststrengthandpower.com
23869 Van Born Rd,"Winemaking Equipment & Supplies, Wineries Equipment & Supplies, Brewer Equipment Supplies & Services, Industrial Equipment Repair, General Merchandise Stores, Wholesale Winery Equipment, Repair Shops, E-Commerce",Taylor,US,us/mi/taylor/23869vanbornrd,42.268993,-83.268241,Adventures In Home Brewing,3132772739,48180,MI,
1072 288th Ave,"Wineries, Manufacturers, Brewers, Wholesalers",Burlington,US,us/wi/burlington/1072288thave,42.642658,-88.160186,Aeppeltreow Winery,2628785345,53105,WI,
140 Cleveland Ave,"Manufacturing, Tools, Hardware and Light Machinery, Non-profit, Social and Membership Organizations, Wholesale and Distribution, Wholesale and Distribution Other, wholesale, food, brewer",Auburn,US,us/ca/auburn/140clevelandave,38.901223,-121.067931,Aero Brewing Co,5308890555,95603,CA,http://www.aerobrewing.com
413 Wilson St,"Brewer, ME, Shopping & Stores, Household Appliance Stores, Brewer Vacuum Cleaners-Household Dealers, Brewer,  ME, Vacuum Cleaners-Household Dealers",Brewer,US,us/me/brewer/413wilsonst,,,Aerus Electrolux,2079895143,04412-1521,ME,
28822 Old Town Front St,"Pub, Brewery, Brewery and Pub",Temecula,US,us/ca/temecula/28822oldtownfrontst/209,,,Aftershock Brewing Co.,,92590,CA,
401 E Main St,Brewery,Louisville,US,us/ky/louisville/401emainst/1523008417,38.25546253,-85.74413399,Against The Grain Brewery & Smokehouse,5025150174,40202,KY,http://atgbrewery.com
1098 Nick Young Rd,"Vineyards, Wineries & Vineyards, Food & Drink, Wholesalers, Brewers, Wineries",Eaglepoint,US,us/or/eaglepoint/1098nickyoungrd,42.462094,-122.834767,Agate Ridge Vineyards,5418303050,97524,OR,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ5e9M_ID0zFWpTLgEoqpwfAlp6lIIQPGnovhb8LeR7Eq-oDNVJbCwQ9Hre3O3eCk2_Ejk3rg8DtK14eThdgcrFgvXHgcjqUWm913V_OcZos3UM7Bpfu4yjv68MNlbwi2ilmTLQS5b8vjBdenBdUUnahRqcH4v0NS827ngQK610fCKYctcMYaKtt_DTjvqUq_Jwek6dp1wSnwkqjCqE8B1YJ5cLj6kBnDLCl-c1z5ZhokRIR1Et8lJ8fGcmlVFK9XXy_WGNjLhLYVX6d-fk_zme4oTwZuwk2lSdtvflKnHp6i4k3hT-hrS2TgOLIizxre-F_LDRj2OREfAtoj35AtS_e3-HNaqqhbTKiTSW7e2pcY&placement=listing_profile&cs_user=unknown&cs_session=c5f2ac9ebd43bf499c19e4e609bdb3c0f4211ff3
31115 W Crossroads Ln,Brewery,Eugene,US,us/or/eugene/31115wcrossroadsln,,,Agrarian Ales,5415104897,97408,OR,agales.com
31115 W Corssroads Ln,"Breweries, Food & Drink",Eugene,US,us/or/eugene/31115wcorssroadsln,44.189133,-123.12815,Agrarian Ales Brewing Company,5416323803,97408,OR,
791 Wilson St,"Brewer Me, Other Business Services, Building Cleaning and Maintenance Services Nec, Brewer Building and Office Cleaning Services, Brewer,  ME, Building Cleaning and Maintenance Services,  NEC, Printing & Publishing, Building and Office Cleaning Services",Brewer,US,us/me/brewer/791wilsonst,,,Agway Inc Farm Supplies,2079893664,04412-7027,ME,
99 Navarino St,"Breweries, Food & Drink",Algoma,US,us/wi/algoma/99navarinost,44.609127,-87.43505,Ahnapee Brewery,9207850822,,WI,
140 Laurens St S W,"Brewery, General Entertainment, and Food",Aiken,US,us/sc/aiken/140laurensstsw,33.56035316,-81.72272865,Aiken Brewing Company,8035020707,29801,SC,aikenbrewingcompany.com
405 N Main St,"Brewer, ME, Shopping & Stores, Drug Stores and Proprietary Stores, Brewer Pharmacies, Brewer,  ME, Pharmacies, Home, Miscellaneous Retail, Drug stores, shop, retail, pharmacy",Brewer,US,us/me/brewer/405nmainst,44.80064,-68.753515,Airline Pharmacy,2079892424,4412,ME,
320 W Harrison,"pub, brewery",Kent,US,us/au-wa/kent/320wharrison,,,Airways Brewing Beer & Bistro,,98032,WA,
6644 S 196th St,"Brewers, Other",Kent,US,us/wa/kent/6644s196thst/-2102449122,47.426686,-122.252091,Airways Brewing Co,2539816187,98032,WA,http://www.airwaysbrewing.com
2488 Getz Rd,"barbecue, breweries & brew pubs, bar & grill restaurants, Bars & Grills, Beer Taverns & Pubs, Barbecue, Breweries & Brew Pubs, Bar & Grill Restaurants",Fort Wayne,US,us/in/fortwayne/2488getzrd,,,Aj's Bar & Grill,2604341980,46804-1632,IN,
909 E Market St,Brewery East Market District,Louisville,US,us/ky/louisville/909emarketst/ste700,,,Akasha Brewing Company,5152230269,40206,KY,
4980 E 22nd St,"breweries & brew pubs, restaurants, bar & grill restaurants, Tucson, Venues, Bar, Entertainment & Arts, Bars Pubs & Clubs,  AZ, Restaurants & Bars, Bars / Taverns, Tucson Pubs, recreation, food and drink, drinking",Tucson,US,us/az/tucson/4980e22ndst,32.206853,-110.887057,Al J's Tavern,5205142774,85711-4906,AZ,
